臺灣/TW,#genre#
CNBC,http://szx.putids.com/proxy/smt.php?playurl=http://50.7.234.10:8278/cnbc_twn/playlist.m3u8
CNA,http://szx.putids.com/proxy/smt.php?playurl=http://50.7.234.10:8278/cna/playlist.m3u8
Foodnetwork Hd,http://szx.putids.com/proxy/smt.php?playurl=http://50.7.234.10:8278/Foodnetwork/playlist.m3u8
HGTV,http://szx.putids.com/proxy/smt.php?playurl=http://50.7.234.10:8278/HGTV/playlist.m3u8
Goshop,http://szx.putids.com/proxy/smt.php?playurl=http://50.7.234.10:8278/Goshop/playlist.m3u8
Celestial Movies HD,http://szx.putids.com/proxy/smt.php?playurl=http://50.7.234.10:8278/Celestial/playlist.m3u8
Axn HD,http://szx.putids.com/proxy/smt.php?playurl=http://50.7.234.10:8278/Axn/playlist.m3u8
Paramount Network,http://szx.putids.com/proxy/smt.php?playurl=http://50.7.234.10:8278/Paramountnetwork/playlist.m3u8
Astrol Kplus,http://szx.putids.com/proxy/smt.php?playurl=http://50.7.234.10:8278/Kplus/playlist.m3u8
Al-Jazeera,http://szx.putids.com/proxy/smt.php?playurl=http://50.7.234.10:8278/aljazeera_twn/playlist.m3u8
RTM Sports HD,http://szx.putids.com/proxy/smt.php?playurl=http://50.7.234.10:8278/Rtmsport/playlist.m3u8

新加坡/Sg,#genre#
CM+,http://szx.putids.com/proxy/xgpd2.php?id=84
E乐,http://szx.putids.com/proxy/xgpd2.php?id=77
佳乐,http://szx.putids.com/proxy/xgpd2.php?id=92
新加坡U5,http://szx.putids.com/proxy/xgpd2.php?id=95
新加坡U8,http://szx.putids.com/proxy/xgpd2.php?id=96
Animax(HD)SG,http://szx.putids.com/proxy/xgpd2.php?id=78
AstroPrimaHD,http://szx.putids.com/proxy/xgpd2.php?id=79
AstroRiaHD,http://szx.putids.com/proxy/xgpd2.php?id=80
BBCLifestyle(HD),http://szx.putids.com/proxy/xgpd2.php?id=81
Cartoonito(HD),http://szx.putids.com/proxy/xgpd2.php?id=82
CBeebies,http://szx.putids.com/proxy/xgpd2.php?id=83
CN卡通频道（SG）,http://szx.putids.com/proxy/xgpd2.php?id=85
FoodNetwork(HD),http://szx.putids.com/proxy/xgpd2.php?id=86
MediaCorpU,http://szx.putids.com/proxy/xgpd2.php?id=87
MTVLIVEHD,http://szx.putids.com/proxy/xgpd2.php?id=88
NHKWorld-JapanSG,http://szx.putids.com/proxy/xgpd2.php?id=89
TLC(HD),http://szx.putids.com/proxy/xgpd2.php?id=90
东森亚洲HD,http://szx.putids.com/proxy/xgpd2.php?id=91
尼克儿童,http://szx.putids.com/proxy/xgpd2.php?id=93
尼克动画,http://szx.putids.com/proxy/xgpd2.php?id=94
湖南国际,http://szx.putids.com/proxy/xgpd2.php?id=97

印尼/YinNi,#genre#
LiveStreaming1,http://szx.putids.com/proxy/xgpd2.php?id=98
DensPlay,http://szx.putids.com/proxy/xgpd2.php?id=99
DensLife&Style,http://szx.putids.com/proxy/xgpd2.php?id=100
DensFoodChannel,http://szx.putids.com/proxy/xgpd2.php?id=101
DensShowBiz,http://szx.putids.com/proxy/xgpd2.php?id=102
DensKnowledge,http://szx.putids.com/proxy/xgpd2.php?id=103
ChannelJowo,http://szx.putids.com/proxy/xgpd2.php?id=104
MetroTV,http://szx.putids.com/proxy/xgpd2.php?id=105
tvOne,http://szx.putids.com/proxy/xgpd2.php?id=106
KompasTV,http://szx.putids.com/proxy/xgpd2.php?id=107
BTV,http://szx.putids.com/proxy/xgpd2.php?id=108
BeritaSatu,http://szx.putids.com/proxy/xgpd2.php?id=109
antv,http://szx.putids.com/proxy/xgpd2.php?id=110
MDTV,http://szx.putids.com/proxy/xgpd2.php?id=111
RTV,http://szx.putids.com/proxy/xgpd2.php?id=112
MagnaChannel,http://szx.putids.com/proxy/xgpd2.php?id=113
NusantaraTV(NTV),http://szx.putids.com/proxy/xgpd2.php?id=114
ANIPLUSHD,http://szx.putids.com/proxy/xgpd2.php?id=115

轮播/HuYa,#genre#
电影_周星驰,http://szx.putids.com/proxy/huya.php?id=11342412&token=f072e7d1ff688bd68ffeff0c284d9973
电影_林正英,http://szx.putids.com/proxy/huya.php?id=11342421&token=f072e7d1ff688bd68ffeff0c284d9973
电影_周润发,http://szx.putids.com/proxy/huya.php?id=11342387&token=f072e7d1ff688bd68ffeff0c284d9973
电影_成龙,http://szx.putids.com/proxy/huya.php?id=11342386&token=f072e7d1ff688bd68ffeff0c284d9973
电影_王晶,http://szx.putids.com/proxy/huya.php?id=11602058&token=f072e7d1ff688bd68ffeff0c284d9973
电影_沈腾,http://szx.putids.com/proxy/huya.php?id=11601968&token=f072e7d1ff688bd68ffeff0c284d9973
电影_黄渤,http://szx.putids.com/proxy/huya.php?id=11352876&token=f072e7d1ff688bd68ffeff0c284d9973
电影_强森,http://szx.putids.com/proxy/huya.php?id=21059581&token=f072e7d1ff688bd68ffeff0c284d9973
电影_漫威,http://szx.putids.com/proxy/huya.php?id=11602034&token=f072e7d1ff688bd68ffeff0c284d9973
电影_宇宙,http://szx.putids.com/proxy/huya.php?id=11342428&token=f072e7d1ff688bd68ffeff0c284d9973
电影_怪兽,http://szx.putids.com/proxy/huya.php?id=21059577&token=f072e7d1ff688bd68ffeff0c284d9973
电影_武侠,http://szx.putids.com/proxy/huya.php?id=11342427&token=f072e7d1ff688bd68ffeff0c284d9973
电影_警匪,http://szx.putids.com/proxy/huya.php?id=11352886&token=f072e7d1ff688bd68ffeff0c284d9973
电影_犯罪,http://szx.putids.com/proxy/huya.php?id=11352962&token=f072e7d1ff688bd68ffeff0c284d9973
电影_枪战,http://szx.putids.com/proxy/huya.php?id=21059579&token=f072e7d1ff688bd68ffeff0c284d9973
电影_塞车,http://szx.putids.com/proxy/huya.php?id=11279247&token=f072e7d1ff688bd68ffeff0c284d9973
电影_推荐,http://szx.putids.com/proxy/huya.php?id=11602041&token=f072e7d1ff688bd68ffeff0c284d9973
电影_热血,http://szx.putids.com/proxy/huya.php?id=11352934&token=f072e7d1ff688bd68ffeff0c284d9973
电影_盗墓,http://szx.putids.com/proxy/huya.php?id=21059552&token=f072e7d1ff688bd68ffeff0c284d9973
电影_贺岁,http://szx.putids.com/proxy/huya.php?id=11601971&token=f072e7d1ff688bd68ffeff0c284d9973
电影_玄幻,http://szx.putids.com/proxy/huya.php?id=11342414&token=f072e7d1ff688bd68ffeff0c284d9973
电影_谍战,http://szx.putids.com/proxy/huya.php?id=21059585&token=f072e7d1ff688bd68ffeff0c284d9973
电影_喜剧,http://szx.putids.com/proxy/huya.php?id=11352877&token=f072e7d1ff688bd68ffeff0c284d9973
电影_港剧,http://szx.putids.com/proxy/huya.php?id=11602043&token=f072e7d1ff688bd68ffeff0c284d9973
电影_国产,http://szx.putids.com/proxy/huya.php?id=11352973&token=f072e7d1ff688bd68ffeff0c284d9973
电影_周星驰2,http://szx.putids.com/proxy/huya.php?id=11336587&token=f072e7d1ff688bd68ffeff0c284d9973
电影_李连杰,http://szx.putids.com/proxy/huya.php?id=11342390&token=f072e7d1ff688bd68ffeff0c284d9973
电影_洪金宝,http://szx.putids.com/proxy/huya.php?id=11279251&token=f072e7d1ff688bd68ffeff0c284d9973
电影_梁家辉,http://szx.putids.com/proxy/huya.php?id=11342429&token=f072e7d1ff688bd68ffeff0c284d9973
电影_许冠英,http://szx.putids.com/proxy/huya.php?id=11601972&token=f072e7d1ff688bd68ffeff0c284d9973
电影_李德华,http://szx.putids.com/proxy/huya.php?id=11342424&token=f072e7d1ff688bd68ffeff0c284d9973
电影_斯坦森,http://szx.putids.com/proxy/huya.php?id=21059588&token=f072e7d1ff688bd68ffeff0c284d9973
电影_小鬼头,http://szx.putids.com/proxy/huya.php?id=11352963&token=f072e7d1ff688bd68ffeff0c284d9973
电影_八点档,http://szx.putids.com/proxy/huya.php?id=880261&token=f072e7d1ff688bd68ffeff0c284d9973
电影_贺岁片,http://szx.putids.com/proxy/huya.php?id=11601986&token=f072e7d1ff688bd68ffeff0c284d9973
电影_功夫片,http://szx.putids.com/proxy/huya.php?id=11352941&token=f072e7d1ff688bd68ffeff0c284d9973
电影_黑帮片,http://szx.putids.com/proxy/huya.php?id=11336719&token=f072e7d1ff688bd68ffeff0c284d9973
电影_丧尸片,http://szx.putids.com/proxy/huya.php?id=21059578&token=f072e7d1ff688bd68ffeff0c284d9973
电影_灾难片,http://szx.putids.com/proxy/huya.php?id=11602075&token=f072e7d1ff688bd68ffeff0c284d9973
电影_战争片,http://szx.putids.com/proxy/huya.php?id=21059574&token=f072e7d1ff688bd68ffeff0c284d9973
电影_犯罪片,http://szx.putids.com/proxy/huya.php?id=11352974&token=f072e7d1ff688bd68ffeff0c284d9973
电影_古装片,http://szx.putids.com/proxy/huya.php?id=11336590&token=f072e7d1ff688bd68ffeff0c284d9973
电影_高分动作,http://szx.putids.com/proxy/huya.php?id=11352884&token=f072e7d1ff688bd68ffeff0c284d9973
电影_动作电影,http://szx.putids.com/proxy/huya.php?id=11602077&token=f072e7d1ff688bd68ffeff0c284d9973
电影_搞笑喜剧,http://szx.putids.com/proxy/huya.php?id=11342423&token=f072e7d1ff688bd68ffeff0c284d9973
电影_喜剧专场,http://szx.putids.com/proxy/huya.php?id=11602044&token=f072e7d1ff688bd68ffeff0c284d9973
电影_欢笑影院,http://szx.putids.com/proxy/huya.php?id=11352894&token=f072e7d1ff688bd68ffeff0c284d9973
电影_不挤影院,http://szx.putids.com/proxy/huya.php?id=11352897&token=f072e7d1ff688bd68ffeff0c284d9973
电影_国产悬疑,http://szx.putids.com/proxy/huya.php?id=11342395&token=f072e7d1ff688bd68ffeff0c284d9973
电影_快意江湖,http://szx.putids.com/proxy/huya.php?id=11342435&token=f072e7d1ff688bd68ffeff0c284d9973
电影_黑帮斗争,http://szx.putids.com/proxy/huya.php?id=11342419&token=f072e7d1ff688bd68ffeff0c284d9973
电影_古墓系列,http://szx.putids.com/proxy/huya.php?id=11352913&token=f072e7d1ff688bd68ffeff0c284d9973
电影_嫣然影厅,http://szx.putids.com/proxy/huya.php?id=11601977&token=f072e7d1ff688bd68ffeff0c284d9973
电影_女神系列,http://szx.putids.com/proxy/huya.php?id=11336571&token=f072e7d1ff688bd68ffeff0c284d9973
电影_经典女神,http://szx.putids.com/proxy/huya.php?id=11352909&token=f072e7d1ff688bd68ffeff0c284d9973
电影_许氏三杰,http://szx.putids.com/proxy/huya.php?id=11602033&token=f072e7d1ff688bd68ffeff0c284d9973
电影_经典港片,http://szx.putids.com/proxy/huya.php?id=11352965&token=f072e7d1ff688bd68ffeff0c284d9973
电影_镖行天下,http://szx.putids.com/proxy/huya.php?id=11352969&token=f072e7d1ff688bd68ffeff0c284d9973
电影_喜乐影院,http://szx.putids.com/proxy/huya.php?id=21059580&token=f072e7d1ff688bd68ffeff0c284d9973
电影_蘑菇影厅,http://szx.putids.com/proxy/huya.php?id=11601981&token=f072e7d1ff688bd68ffeff0c284d9973
电影_搞笑恐怖,http://szx.putids.com/proxy/huya.php?id=11601960&token=f072e7d1ff688bd68ffeff0c284d9973
电影_死神来了,http://szx.putids.com/proxy/huya.php?id=11352903&token=f072e7d1ff688bd68ffeff0c284d9973
电影_怪兽系列,http://szx.putids.com/proxy/huya.php?id=21059554&token=f072e7d1ff688bd68ffeff0c284d9973
剧集_老三国,http://szx.putids.com/proxy/huya.php?id=11602081&token=f072e7d1ff688bd68ffeff0c284d9973
剧集_新三国,http://szx.putids.com/proxy/huya.php?id=11352944&token=f072e7d1ff688bd68ffeff0c284d9973
剧集_新水浒,http://szx.putids.com/proxy/huya.php?id=11342384&token=f072e7d1ff688bd68ffeff0c284d9973
剧集_纪晓岚,http://szx.putids.com/proxy/huya.php?id=11342396&token=f072e7d1ff688bd68ffeff0c284d9973
剧集_庆余年,http://szx.putids.com/proxy/huya.php?id=11352960&token=f072e7d1ff688bd68ffeff0c284d9973
剧集_雍正王朝,http://szx.putids.com/proxy/huya.php?id=11342439&token=f072e7d1ff688bd68ffeff0c284d9973
剧集_士兵突袭,http://szx.putids.com/proxy/huya.php?id=11342430&token=f072e7d1ff688bd68ffeff0c284d9973
剧集_爱情公寓,http://szx.putids.com/proxy/huya.php?id=11336726&token=f072e7d1ff688bd68ffeff0c284d9973
剧集_地下交通站,http://szx.putids.com/proxy/huya.php?id=11342433&token=f072e7d1ff688bd68ffeff0c284d9973
邻里一家亲,http://szx.putids.com/proxy/huya.php?id=11342426&token=f072e7d1ff688bd68ffeff0c284d9973
剧集-康熙,http://szx.putids.com/proxy/huya.php?id=11352940&token=f072e7d1ff688bd68ffeff0c284d9973
剧集_神探狄仁杰,http://szx.putids.com/proxy/huya.php?id=11352958&token=f072e7d1ff688bd68ffeff0c284d9973
剧集_神探狄仁杰3,http://szx.putids.com/proxy/huya.php?id=11342425&token=f072e7d1ff688bd68ffeff0c284d9973
剧集_康熙微服私访记,http://szx.putids.com/proxy/huya.php?id=11342418&token=f072e7d1ff688bd68ffeff0c284d9973
剧集_倚天屠龙记,http://szx.putids.com/proxy/huya.php?id=11342403&token=f072e7d1ff688bd68ffeff0c284d9973
剧集_神医喜来乐,http://szx.putids.com/proxy/huya.php?id=11601978&token=f072e7d1ff688bd68ffeff0c284d9973
剧集_勇敢的心,http://szx.putids.com/proxy/huya.php?id=11602037&token=f072e7d1ff688bd68ffeff0c284d9973
剧集-1,http://szx.putids.com/proxy/huya.php?id=10871113&token=f072e7d1ff688bd68ffeff0c284d9973
剧集-2,http://szx.putids.com/proxy/huya.php?id=11342434&token=f072e7d1ff688bd68ffeff0c284d9973
剧集-3,http://szx.putids.com/proxy/huya.php?id=11352910&token=f072e7d1ff688bd68ffeff0c284d9973
剧集-4,http://szx.putids.com/proxy/huya.php?id=11352874&token=f072e7d1ff688bd68ffeff0c284d9973
剧集-5,http://szx.putids.com/proxy/huya.php?id=11352936&token=f072e7d1ff688bd68ffeff0c284d9973
剧集-6,http://szx.putids.com/proxy/huya.php?id=11342415&token=f072e7d1ff688bd68ffeff0c284d9973
剧集-7,http://szx.putids.com/proxy/huya.php?id=11352920&token=f072e7d1ff688bd68ffeff0c284d9973
剧集-8,http://szx.putids.com/proxy/huya.php?id=11602031&token=f072e7d1ff688bd68ffeff0c284d9973
剧集-9,http://szx.putids.com/proxy/huya.php?id=11352883&token=f072e7d1ff688bd68ffeff0c284d9973
剧集-10,http://szx.putids.com/proxy/huya.php?id=11352891&token=f072e7d1ff688bd68ffeff0c284d9973
剧集-11,http://szx.putids.com/proxy/huya.php?id=11342392&token=f072e7d1ff688bd68ffeff0c284d9973
剧集-12,http://szx.putids.com/proxy/huya.php?id=11342420&token=f072e7d1ff688bd68ffeff0c284d9973
剧集-13,http://szx.putids.com/proxy/huya.php?id=11352950&token=f072e7d1ff688bd68ffeff0c284d9973
猫和老鼠,http://szx.putids.com/proxy/huya.php?id=11352879&token=f072e7d1ff688bd68ffeff0c284d9973
动漫-1,http://szx.putids.com/proxy/huya.php?id=11601961&token=f072e7d1ff688bd68ffeff0c284d9973
动漫-2,http://szx.putids.com/proxy/huya.php?id=11342413&token=f072e7d1ff688bd68ffeff0c284d9973
动漫-3,http://szx.putids.com/proxy/huya.php?id=11602065&token=f072e7d1ff688bd68ffeff0c284d9973
动漫-4,http://szx.putids.com/proxy/huya.php?id=11342417&token=f072e7d1ff688bd68ffeff0c284d9973
动漫-5,http://szx.putids.com/proxy/huya.php?id=11352896&token=f072e7d1ff688bd68ffeff0c284d9973
动漫-6,http://szx.putids.com/proxy/huya.php?id=11336579&token=f072e7d1ff688bd68ffeff0c284d9973
美食纪录片,http://szx.putids.com/proxy/huya.php?id=11352955&token=f072e7d1ff688bd68ffeff0c284d9973
女人打架,http://szx.putids.com/proxy/huya.php?id=11602069&token=f072e7d1ff688bd68ffeff0c284d9973
埋堆堆1,http://szx.putids.com/proxy/huya.php?id=23749096&token=f072e7d1ff688bd68ffeff0c284d9973
埋堆堆2,http://szx.putids.com/proxy/huya.php?id=23735126&token=f072e7d1ff688bd68ffeff0c284d9973
埋堆堆3,http://szx.putids.com/proxy/huya.php?id=23865152&token=f072e7d1ff688bd68ffeff0c284d9973
埋堆堆4,http://szx.putids.com/proxy/huya.php?id=23903196&token=f072e7d1ff688bd68ffeff0c284d9973
埋堆堆6,http://szx.putids.com/proxy/huya.php?id=23728660&token=f072e7d1ff688bd68ffeff0c284d9973
埋堆堆8,http://szx.putids.com/proxy/huya.php?id=23865058&token=f072e7d1ff688bd68ffeff0c284d9973
埋堆堆9,http://szx.putids.com/proxy/huya.php?id=23734183&token=f072e7d1ff688bd68ffeff0c284d9973
埋堆堆11,http://szx.putids.com/proxy/huya.php?id=23865036&token=f072e7d1ff688bd68ffeff0c284d9973
埋堆堆20,http://szx.putids.com/proxy/huya.php?id=23734246&token=f072e7d1ff688bd68ffeff0c284d9973
埋堆堆25,http://szx.putids.com/proxy/huya.php?id=23863796&token=f072e7d1ff688bd68ffeff0c284d9973
埋堆堆27,http://szx.putids.com/proxy/huya.php?id=23749083&token=f072e7d1ff688bd68ffeff0c284d9973
埋堆堆35,http://szx.putids.com/proxy/huya.php?id=23824164&token=f072e7d1ff688bd68ffeff0c284d9973
埋堆堆38,http://szx.putids.com/proxy/huya.php?id=23863804&token=f072e7d1ff688bd68ffeff0c284d9973
埋堆堆42,http://szx.putids.com/proxy/huya.php?id=23865142&token=f072e7d1ff688bd68ffeff0c284d9973
埋堆堆44,http://szx.putids.com/proxy/huya.php?id=23903183&token=f072e7d1ff688bd68ffeff0c284d9973
埋堆堆58,http://szx.putids.com/proxy/huya.php?id=23903130&token=f072e7d1ff688bd68ffeff0c284d9973
埋堆堆59,http://szx.putids.com/proxy/huya.php?id=23734169&token=f072e7d1ff688bd68ffeff0c284d9973
埋堆堆62,http://szx.putids.com/proxy/huya.php?id=23728674&token=f072e7d1ff688bd68ffeff0c284d9973
埋堆堆64,http://szx.putids.com/proxy/huya.php?id=23865171&token=f072e7d1ff688bd68ffeff0c284d9973
埋堆堆66,http://szx.putids.com/proxy/huya.php?id=23734256&token=f072e7d1ff688bd68ffeff0c284d9973
埋堆堆67,http://szx.putids.com/proxy/huya.php?id=23829543&token=f072e7d1ff688bd68ffeff0c284d9973
虎牙_陈翔六点半,http://szx.putids.com/proxy/huya.php?id=11274154&token=f072e7d1ff688bd68ffeff0c284d9973
虎牙_电影狂人,http://szx.putids.com/proxy/huya.php?id=18715610&token=f072e7d1ff688bd68ffeff0c284d9973
虎牙_斌哥漫说,http://szx.putids.com/proxy/huya.php?id=18632116&token=f072e7d1ff688bd68ffeff0c284d9973
虎牙_小川侃电影,http://szx.putids.com/proxy/huya.php?id=15870999&token=f072e7d1ff688bd68ffeff0c284d9973
虎牙_阿良说剧,http://szx.putids.com/proxy/huya.php?id=20488841&token=f072e7d1ff688bd68ffeff0c284d9973
虎牙_鱼丸电影,http://szx.putids.com/proxy/huya.php?id=16615910&token=f072e7d1ff688bd68ffeff0c284d9973
虎牙_阿斗说电影,http://szx.putids.com/proxy/huya.php?id=13303478&token=f072e7d1ff688bd68ffeff0c284d9973
虎牙_扁豆看电影,http://szx.putids.com/proxy/huya.php?id=16028551&token=f072e7d1ff688bd68ffeff0c284d9973
虎牙_大象放映室,http://szx.putids.com/proxy/huya.php?id=21277391&token=f072e7d1ff688bd68ffeff0c284d9973
虎牙_科幻梦工场,http://szx.putids.com/proxy/huya.php?id=15152155&token=f072e7d1ff688bd68ffeff0c284d9973
虎牙_亮哥讲电影,http://szx.putids.com/proxy/huya.php?id=16144175&token=f072e7d1ff688bd68ffeff0c284d9973
虎牙_越哥说电影,http://szx.putids.com/proxy/huya.php?id=15894162&token=f072e7d1ff688bd68ffeff0c284d9973
虎牙_涵哥评电影,http://szx.putids.com/proxy/huya.php?id=16865726&token=f072e7d1ff688bd68ffeff0c284d9973
