台灣,#genre#
印度Astro Vaanavil,https://smart.pendy.dpdns.org/Smart.php?id=Vaanavil
印度Zee Tamil,https://smart.pendy.dpdns.org/Smart.php?id=Zeetamil
印度Zee Business,https://smart.pendy.dpdns.org/Smart.php?id=Zeebusiness
印度News 18 Tamil,https://smart.pendy.dpdns.org/Smart.php?id=news18tamil_raj
印度Adithya,https://smart.pendy.dpdns.org/Smart.php?id=Adithya
印度Makkal TV,https://smart.pendy.dpdns.org/Smart.php?id=Makkaltv
印度Zee Action,https://smart.pendy.dpdns.org/Smart.php?id=Zeeaction
印度Astro KTV,https://smart.pendy.dpdns.org/Smart.php?id=Astroktv
印度Zee TV HD,https://smart.pendy.dpdns.org/Smart.php?id=Zeetvhd
印度Zee Cinema HD,https://smart.pendy.dpdns.org/Smart.php?id=Zeecinemahd
印度Color HD,https://smart.pendy.dpdns.org/Smart.php?id=Colorhd
印度Starplus HD,https://smart.pendy.dpdns.org/Smart.php?id=Starplushd
印度Picture HD,https://smart.pendy.dpdns.org/Smart.php?id=Npicture
印度Zee News,https://smart.pendy.dpdns.org/Smart.php?id=Zeenews
印度Asianet,https://smart.pendy.dpdns.org/Smart.php?id=asianet_raj
印度Asianet News,https://smart.pendy.dpdns.org/Smart.php?id=asianetnews_raj
印度Discovery World Tamil,https://smart.pendy.dpdns.org/Smart.php?id=discoveryworldtam_raj
印度History Tamil,https://smart.pendy.dpdns.org/Smart.php?id=historytam_raj
印度NatGeo Tamil,https://smart.pendy.dpdns.org/Smart.php?id=natgeotamil_raj
印度Natgeo Wild Tamil,https://smart.pendy.dpdns.org/Smart.php?id=natgeowildtamil_raj
印度Discovery Kids Tamil,https://smart.pendy.dpdns.org/Smart.php?id=discoverykidtamil_raj
印度Discovery Tamil,https://smart.pendy.dpdns.org/Smart.php?id=discoverytamil_raj
印度Sony Yay Tamil,https://smart.pendy.dpdns.org/Smart.php?id=sonyyaytam_raj
印度Sun TV India,https://smart.pendy.dpdns.org/Smart.php?id=suntv_raj
印度Starmaa HD,https://smart.pendy.dpdns.org/Smart.php?id=starmaa_raj
印度Starmaa Movies HD,https://smart.pendy.dpdns.org/Smart.php?id=starmaamovies_raj
印度Bollyone,https://smart.pendy.dpdns.org/Smart.php?id=Bollyone
印度Vijay Super,https://smart.pendy.dpdns.org/Smart.php?id=vijaysuper_raj
印度Vellithirai,https://smart.pendy.dpdns.org/Smart.php?id=Vellithirai

泰國,#genre#
泰國Channel 3 Thailand,https://smart.pendy.dpdns.org/Smart.php?id=ch3_pat
泰國Channel 5 Thailand,https://smart.pendy.dpdns.org/Smart.php?id=ch5_pat
泰國Channel 7 Thailand,https://smart.pendy.dpdns.org/Smart.php?id=ch7_pat
泰國MCOT HD Thailand-1,https://smart.pendy.dpdns.org/Smart.php?id=mcot_pat
泰國PPTV Thailand1,https://smart.pendy.dpdns.org/Smart.php?id=pptv_pat
泰國Thai Thai,https://smart.pendy.dpdns.org/Smart.php?id=thaithai_pat
泰國Amarin,https://smart.pendy.dpdns.org/Smart.php?id=amarin_pat
泰國Ch 8,https://smart.pendy.dpdns.org/Smart.php?id=ch8_pat
泰國GmmOne,https://smart.pendy.dpdns.org/Smart.php?id=gmmone_pat
泰國Mono,https://smart.pendy.dpdns.org/Smart.php?id=mono_pat
泰國Thairath,https://smart.pendy.dpdns.org/Smart.php?id=thairath_pat
泰國tpbs,https://smart.pendy.dpdns.org/Smart.php?id=tpbs_pat
泰國Workpoint,https://smart.pendy.dpdns.org/Smart.php?id=workpoint_pat
泰國Gmm Channel,https://smart.pendy.dpdns.org/Smart.php?id=gmmchannel_pat
泰國Nation,https://smart.pendy.dpdns.org/Smart.php?id=nation_pat
泰國Tnn24,https://smart.pendy.dpdns.org/Smart.php?id=tnn24_pat
泰國Nbt,https://smart.pendy.dpdns.org/Smart.php?id=nbt_pat
泰國New,https://smart.pendy.dpdns.org/Smart.php?id=new_pat
泰國TPTV,https://smart.pendy.dpdns.org/Smart.php?id=tptv_pat

英國,#genre#
英國BBC 1,https://smart.pendy.dpdns.org/Smart.php?id=bbc1_antik
英國BBC 2,https://smart.pendy.dpdns.org/Smart.php?id=bbc2_antik
英國CBBC,https://smart.pendy.dpdns.org/Smart.php?id=cbbc_antik
英國More4,https://smart.pendy.dpdns.org/Smart.php?id=more4_antik
英國Freesports,https://smart.pendy.dpdns.org/Smart.php?id=freesports_antik
英國Pick TV,https://smart.pendy.dpdns.org/Smart.php?id=picktv_antik
英國itv 1,https://smart.pendy.dpdns.org/Smart.php?id=itv1_antik
英國itv 2,https://smart.pendy.dpdns.org/Smart.php?id=itv2_antik
英國Euronews,https://smart.pendy.dpdns.org/Smart.php?id=euronews_antik
英國Channel 4,https://smart.pendy.dpdns.org/Smart.php?id=channel4_antik
英國BBC World News,https://smart.pendy.dpdns.org/Smart.php?id=bbcworldnews_antik

越南,#genre#
越南ANTV,https://smart.pendy.dpdns.org/Smart.php?id=viet_antv
越南VTV 1,https://smart.pendy.dpdns.org/Smart.php?id=viet_vtv1
越南VTV 7,https://smart.pendy.dpdns.org/Smart.php?id=viet_vtv7
越南HTV 7,https://smart.pendy.dpdns.org/Smart.php?id=viet_htv7
越南HTV 9,https://smart.pendy.dpdns.org/Smart.php?id=viet_htv9
越南BPTV 2,https://smart.pendy.dpdns.org/Smart.php?id=viet_bptv2
越南BRT HD,https://smart.pendy.dpdns.org/Smart.php?id=viet_brt
越南Ca Mau TV,https://smart.pendy.dpdns.org/Smart.php?id=viet_camautv
越南Danang TV1 HD,https://smart.pendy.dpdns.org/Smart.php?id=viet_danangtv1
越南Danang TV2 HD,https://smart.pendy.dpdns.org/Smart.php?id=viet_danangtv2
越南HBTV HD,https://smart.pendy.dpdns.org/Smart.php?id=viet_hbtv
越南PTTH 1,https://smart.pendy.dpdns.org/Smart.php?id=viet_ptth1

韓國,#genre#
韓國Arirang HD,https://smart.pendy.dpdns.org/Smart.php?id=arirang_korea
韓國Yonhap News,https://smart.pendy.dpdns.org/Smart.php?id=yonhapnews_korea
韓國CBS,https://smart.pendy.dpdns.org/Smart.php?id=cbs_korea
韓國EBS 1,https://smart.pendy.dpdns.org/Smart.php?id=ebs1_korea
韓國EBS2,https://smart.pendy.dpdns.org/Smart.php?id=ebs2_korea
韓國EBS Plus2,https://smart.pendy.dpdns.org/Smart.php?id=ebsplus2_korea
韓國SBS Plus,https://smart.pendy.dpdns.org/Smart.php?id=sbsplus_korea
韓國YTN,https://smart.pendy.dpdns.org/Smart.php?id=ytn_korea
韓國KBS World 24,https://smart.pendy.dpdns.org/Smart.php?id=kbsworld24_korea
韓國YTN Science,https://smart.pendy.dpdns.org/Smart.php?id=ytnscience_korea
韓國YTN Korean,https://smart.pendy.dpdns.org/Smart.php?id=ytnkorean_korea
韓國YTN DMB,https://smart.pendy.dpdns.org/Smart.php?id=ytndmb_korea
韓國Apps TV,https://smart.pendy.dpdns.org/Smart.php?id=appongoogle_korea
韓國All the Kpop,https://smart.pendy.dpdns.org/Smart.php?id=allthekpop_korea
韓國J the Kpop,https://smart.pendy.dpdns.org/Smart.php?id=jthekpop_korea
韓國EBS Kids,https://smart.pendy.dpdns.org/Smart.php?id=ebskids_korea
韓國CGNTV,https://smart.pendy.dpdns.org/Smart.php?id=cgntv_korea

日本,#genre#
日本NHK-総合-2,https://smart.pendy.dpdns.org/Smart.php?id=nhkg_japan
日本NHK-E,https://smart.pendy.dpdns.org/Smart.php?id=nhke_japan
日本テレビ朝日 Asahi TV,https://smart.pendy.dpdns.org/Smart.php?id=asahitv_japan
日本JET 綜合,https://smart.pendy.dpdns.org/Smart.php?id=jettv_japan
日本テレビ東京 Tokyo TV,https://smart.pendy.dpdns.org/Smart.php?id=tokyotv_japan
日本TOKYOMX,https://smart.pendy.dpdns.org/Smart.php?id=tokyomx_japan
日本NHKBS1,https://smart.pendy.dpdns.org/Smart.php?id=nhkbs1_japan
日本NHKBSプレミア Premium,https://smart.pendy.dpdns.org/Smart.php?id=nhkpremium_japan
日本BSジャパン 181,https://smart.pendy.dpdns.org/Smart.php?id=bs181_japan
日本BSフジ BS Fuji,https://smart.pendy.dpdns.org/Smart.php?id=bsfuji_japan
日本CNA Japan,https://smart.pendy.dpdns.org/Smart.php?id=cna_japan
日本BS-TBS,https://smart.pendy.dpdns.org/Smart.php?id=bstbs_japan
日本NHK Oaska,https://smart.pendy.dpdns.org/Smart.php?id=nhkosaka_japan
